,_id,lat,lon,screen_name,tweets,followers
54,606cb0c29d9b439a792262e0,4.7064352,73.3287853,BeLeafMv,173,494
55,606cb0c39d9b439a792262e1,-24.7761086,134.755,FairywrenProj,1573,1414
56,606cb0c49d9b439a792262e2,52.865196,-7.9794599,CalmastWIT,3987,1177
57,606cb0c59d9b439a792262e3,52.1368018,-7.9330526,RobertBoyleFRS,2793,444
58,606cb0c59d9b439a792262e4,52.517036499999996,13.388859900000002,mfnberlin,6363,11993
59,606cb0c69d9b439a792262e5,51.0,10.0,EuCitSci,2321,3950
60,606cb0c69d9b439a792262e6,0.31771370000000004,32.581353899999996,jane__eden,183041,2132
61,606cb0c79d9b439a792262e7,40.0757384,-74.4041622,greentechdon,215170,3734
62,606cb0c79d9b439a792262e8,-24.7761086,134.755,CitSciOZ,23832,5618
63,606cb0c89d9b439a792262e9,-6.8699697,-75.0458515,jimenaperu,46942,2661
64,606cb0c99d9b439a792262ea,34.982301799999995,33.1451285,CyprusRT,190604,18688
65,606cb0c99d9b439a792262eb,-33.8548157,151.2164539,Genevieve_Echo,549,813
66,606cb0ca9d9b439a792262ec,38.89503679999999,-77.0365427,its_a_lisa,19734,10356
67,606cb0ca9d9b439a792262ed,61.0666922,-107.991707,smfbonnett,4231,502
68,606cb0ca9d9b439a792262ee,43.7283874,-79.34914879325002,wellbeing4you,54653,9702
69,606cb0cb9d9b439a792262ef,53.797418500000006,-1.5437941000000002,wateratleeds,5737,2945
70,606cb0cd9d9b439a792262f0,34.982301799999995,33.1451285,cyprusbiz,137364,8382
71,606cb0cd9d9b439a792262f1,41.3787291,-0.7639373,EEI_Aragon,67,69
72,606cb0cd9d9b439a792262f2,41.3828939,2.1774322,CCiutadana,2859,2388
73,606cb0ce9d9b439a792262f3,-28.002373100000003,153.4145987,DrEloiseSkinner,1145,732
74,606cb0ce9d9b439a792262f4,22.3511148,78.6677428,o_imperishable,1726,336
75,606cb0d09d9b439a792262f5,-33.887452550000006,151.18349949195195,billbellew,26390,1716
76,606cb0d09d9b439a792262f6,50.3712659,-4.1425658,EmbryoPhenomics,134,363
77,606cb0d19d9b439a792262f7,50.8036831,-1.0756139999999998,pjbouchet,2266,805
78,606cb0d19d9b439a792262f8,-25.280045899999998,-57.6343814,SilviaMorimoto,13614,3973
79,606cb0d29d9b439a792262f9,50.000678,-86.000977,hannah_mcca,2038,680
80,606cb0d29d9b439a792262fa,33.926448799999996,-94.85131170000001,jillfnugent,18517,4843
81,606cb0d39d9b439a792262fb,43.7283874,-79.34914879325002,renovacionverde,43212,14872
82,606cb0d39d9b439a792262fc,-24.7761086,134.755,Constababble,35019,15705
83,606cb0d49d9b439a792262fd,51.0,10.0,AMBERtools,1239,1303
84,606cb0d59d9b439a792262fe,22.3511148,78.6677428,Edurafi,15213,1974
85,606cb0d69d9b439a792262ff,-35.2975906,149.1012676,MrsEmmaWoolley,4469,426
86,606cb0d79d9b439a79226300,-24.7761086,134.755,KateSprogis,3308,1544
87,606cb0d79d9b439a79226301,32.556687,-83.88382879999999,GarrettDodge,5769,1582
88,606cb0d79d9b439a79226302,30.595528899999998,-96.3071042,je_light,23428,3545
89,606cb0d89d9b439a79226303,51.5073219,-0.1276474,PhilippBoeing,3235,1191
90,606cb0d99d9b439a79226304,53.182303399999995,-0.2031208542548153,PetServicePro,4227,602
91,606cb0d99d9b439a79226305,43.7283874,-79.34914879325002,SciStarter,21184,13614
92,606cb0d99d9b439a79226306,-24.7761086,134.755,Julie28086389,73491,686
93,606cb0da9d9b439a79226307,48.47696,8.933678800000001,archphant,7106,353
94,606cb0da9d9b439a79226308,40.0757384,-74.4041622,tortiegertie,71406,240
95,606cb0db9d9b439a79226309,42.3602534,-71.0582912,k_atherton1,234,109
96,606cb0dc9d9b439a7922630a,33.5016153,-86.80604756076487,joanma747,8067,666
97,606cb0dc9d9b439a7922630b,43.648785100000005,2.3435683999999997,SciTania,32452,17342
98,606cb0dc9d9b439a7922630c,59.3251172,18.0710935,MalteTi,1025,452
99,606cb0de9d9b439a7922630d,50.8135451,-0.4029866,DrPetra,150216,15276
100,606cb0de9d9b439a7922630e,36.3612049,-104.59491659999999,SpringerPlants,2329,7460
101,606cb0df9d9b439a7922630f,45.8239831,7.911453999999999,DrAliMitchell,13248,1231
102,606cb0df9d9b439a79226310,49.006870500000005,8.4034195,WMKstudium,3176,1226
103,606cb0e09d9b439a79226311,35.7803977,-78.63909890000001,FancyScientist,19620,6400
104,606cb0e09d9b439a79226312,40.7127281,-74.0060152,SpringerEcology,3489,5210
105,606cb0e19d9b439a79226313,-25.230300500000002,121.0187246,CharlotteBirky,5817,967
106,606cb0e19d9b439a79226314,51.5073219,-0.1276474,HelenGrayIBCLC,68187,3304
107,606cb0e29d9b439a79226315,52.517036499999996,13.388859900000002,alienscapists,501,267
108,606cb0e29d9b439a79226316,55.8609825,-4.248878700000001,Rev_D_UK,19769,403
109,606cb0e39d9b439a79226317,51.5073219,-0.1276474,21cData,5365,994
110,606cb0e39d9b439a79226318,-33.8548157,151.2164539,GoodDesignAus,1586,2527
111,606cb0e49d9b439a79226319,41.4109807,2.1856144,julianvicens,820,579
112,606cb0e49d9b439a7922631a,51.898627000000005,-8.470594199999999,ecostructure_,1734,1183
113,606cb0e59d9b439a7922631b,57.1482429,-2.0928095,Bruhn_Hanne,9694,1059
114,606cb0e79d9b439a7922631c,22.3511148,78.6677428,yashdevasurmutt,6837,194
115,606cb0e89d9b439a7922631d,-37.814217600000006,144.9631608,SciencePeddler,228,112
116,606cb0e89d9b439a7922631e,18.4357733,-69.9699468,SCBPaCS,334,302
117,606cb0ea9d9b439a7922631f,43.484913299999995,-71.6553992,MichelleCecily,4219,531
118,606cb0eb9d9b439a79226320,9.932542699999999,-84.0795782,_adrianvarela,1316,469
119,606cb0eb9d9b439a79226321,45.98965870000001,-94.6113288,AnyaEVostinar,3163,414
120,606cb0eb9d9b439a79226322,50.8465573,4.351697,POLISnetwork,6878,7684
121,606cb0ed9d9b439a79226323,36.8414197,-2.4628134999999998,CrisConRu,12681,507
122,606cb0ed9d9b439a79226324,52.517036499999996,13.388859900000002,kleines283,1505,504
123,606cb0ee9d9b439a79226325,40.416704700000004,-3.7035824999999996,timancusto,50843,1029
124,606cb0ee9d9b439a79226326,41.3828939,2.1774322,Ideas_4_Change,3876,5806
125,606cb0ef9d9b439a79226327,37.3361905,-121.890583,mayco,18085,935
126,606cb0f09d9b439a79226328,-20.2759451,57.5703566,oummesakina,5378,1126
127,606cb0f09d9b439a79226329,39.9622601,-83.00070649999999,ErinGloag,3160,676
128,606cb0f09d9b439a7922632a,56.3398198,-2.811793705314982,MegapteraBellis,305,87
129,606cb0f19d9b439a7922632b,39.1014537,-84.5124602,mikeboothlab,2549,967
130,606cb0f19d9b439a7922632c,41.8933203,12.4829321,T6Ecosystems,2051,416
131,606cb0f29d9b439a7922632d,10.352874400000001,76.5120396,BudhadityaBasu,2043,77
132,606cb0f39d9b439a7922632e,54.702354500000006,-3.2765752999999997,astrosnat,18705,1645
133,606cb0f49d9b439a7922632f,8.5241122,76.9360573,9dominick9,8494,467
134,606cb0f49d9b439a79226330,48.186139399999995,10.9785079,cvila_museum,12272,1809
135,606cb0f59d9b439a79226331,40.7127281,-74.0060152,spicyJeeravan,3289,64
136,606cb0f59d9b439a79226332,50.6402809,4.666714499999999,VdhSonia,530,335
137,606cb0f79d9b439a79226333,9.5773243,-83.82371114343023,quevarasdemae,9418,527
138,606cb0f79d9b439a79226334,41.3828939,2.1774322,DianaEscobarVi1,687,295
139,606cb0f89d9b439a79226335,45.5202471,-122.6741949,GMRI,1726,2556
140,606cb0f99d9b439a79226336,41.3828939,2.1774322,inspiresscience,332,685
141,606cb0f99d9b439a79226337,51.0538286,3.7250121,amyjsdavis,212,104
142,606cb0fa9d9b439a79226338,52.2209855,6.8940537,utwenteEN,7394,5743
143,606cb0fa9d9b439a79226339,52.2209855,6.8940537,UTwente,16655,45245
144,606cb0fa9d9b439a7922633a,40.7127281,-74.0060152,EnergyImpact_,2356,3755
145,606cb0fb9d9b439a7922633b,51.0,10.0,ESCAPE_EU,751,474
146,606cb0fb9d9b439a7922633c,40.405348499999995,-3.8764663,ocorcho,6151,2238
147,606cb0fc9d9b439a7922633d,50.6402809,4.666714499999999,renewclear1,5045,553
148,606cb0fc9d9b439a7922633e,35.6729639,-79.03929190000001,CoopSciScoop,27131,5690
149,606cb0fd9d9b439a7922633f,45.98965870000001,-94.6113288,norskieMN,69992,2756
150,606cb0fd9d9b439a79226340,39.9527237,-75.16352619999999,scicheer,12091,9065
151,606cb0fe9d9b439a79226341,27.947759499999997,-82.458444,SarahCole813,5511,1042
152,606cb0fe9d9b439a79226342,51.898627000000005,-8.470594199999999,cath_omahony,4071,1090
153,606cb0ff9d9b439a79226343,52.2034823,0.1235817,Cascade21,15138,1332
154,606cb0ff9d9b439a79226344,50.8465573,4.351697,ClaudiaRibeiro,291,259
155,606cb1009d9b439a79226345,50.843140600000005,4.3832059999999995,RRI_EC,1056,1172
156,606cb1019d9b439a79226346,35.9131542,-79.05578,JMH_InorgChem,982,54
157,606cb1019d9b439a79226347,51.849664000000004,-8.4835843,OpenLitterMap,13538,3596
158,606cb1019d9b439a79226348,38.2910251,-121.31106000000001,yanivbrandvain,14672,3329
159,606cb1029d9b439a79226349,41.4493539,2.248254,IrsiCaixa,7923,6422
160,606cb1029d9b439a7922634a,24.833333,-104.833333,theoreticalfun,2756,1286
161,606cb1039d9b439a7922634b,51.0,10.0,RRITools,19604,5525
162,606cb1059d9b439a7922634c,51.4818111,7.219663499999999,textcontainer,20388,1048
163,606cb1069d9b439a7922634d,42.6384261,12.674297,EU_Aliens,4015,1816
164,606cb1069d9b439a7922634e,44.712441999999996,-0.2243792,Romain_DAVID_13,7610,1787
165,606cb1079d9b439a7922634f,-19.85700145,-45.411142569444436,AgPeriUrban,44756,1968
166,606cb1079d9b439a79226350,51.5073219,-0.1276474,esimperl,1932,1852
167,606cb1089d9b439a79226351,29.5645716,-95.09275295351506,SpaceWxMike,13074,1720
168,606cb10a9d9b439a79226352,-34.9964963,-64.9672817,Carojammer1,1918,225
169,606cb10c9d9b439a79226353,53.550341,10.000653999999999,felix_eckhardt,653,68
170,606cb10c9d9b439a79226354,55.8609825,-4.248878700000001,GEddolls,5083,734
171,606cb10d9d9b439a79226355,38.89503679999999,-77.0365427,NASASolve,1488,8487
172,606cb10e9d9b439a79226356,48.2083537,16.372504199999998,danielsp,5652,749
173,606cb10e9d9b439a79226357,-24.7761086,134.755,WomenSciAUST,73635,34599
174,606cb10f9d9b439a79226358,9.932542699999999,-84.0795782,davom96,76771,35
175,606cb10f9d9b439a79226359,37.1232245,-78.4927721,britangel21,8507,299
176,606cb1109d9b439a7922635a,55.84226629999999,-4.2849973,StAlbertsG41,3453,2289
177,606cb1119d9b439a7922635b,34.233137299999996,-102.4107493,inaturalist,11359,46586
178,606cb1129d9b439a7922635c,-26.914131,-49.0687508,botanytatyana,1606,1697
179,606cb1129d9b439a7922635d,52.2928116,-3.7389300000000003,flofflach,42843,1285
180,606cb1129d9b439a7922635e,36.7014631,-118.755997,noodlemaz,135768,3212
181,606cb1139d9b439a7922635f,52.0799838,4.3113461,alba_iro,10819,607
182,606cb1139d9b439a79226360,40.0757384,-74.4041622,imagine_garden,236515,4867
183,606cb1149d9b439a79226361,40.4416941,-79.99008609999998,DrAfro71,1736,839
184,606cb1159d9b439a79226362,38.89503679999999,-77.0365427,DoNASAScience,553,8848
185,606cb1169d9b439a79226363,51.5073219,-0.1276474,theBentoLab,1411,4518
186,606cb1179d9b439a79226364,42.1350268,-87.75811879999999,chicagobotanic,17332,29460
187,606cb1179d9b439a79226365,39.785206200000005,-75.9790215,theBeeWatchapp,859,622
188,606cb1199d9b439a79226366,48.2083537,16.372504199999998,spotteron,2103,2998
189,606cb11a9d9b439a79226367,53.535410999999996,-113.50799599999999,EdmontonTwitte,10240,2346
190,606cb11c9d9b439a79226368,22.5000485,-100.0000375,robcmendez,1044,737
191,606cb11c9d9b439a79226369,47.2186371,-1.5541361999999999,sebvoisine,652,52
192,606cb11c9d9b439a7922636a,40.416704700000004,-3.7035824999999996,biblioUPM,96810,3941
193,606cb11d9d9b439a7922636b,44.8011821,-68.77781379999999,BangorBioZoo,2410,1407
194,606cb11d9d9b439a7922636c,37.804455700000005,-122.27135630000001,EcoAndrewTRC,6540,971
195,606cb11e9d9b439a7922636d,47.6038321,-122.3300624,PaleoZoek,214,316
196,606cb11e9d9b439a7922636e,38.272231299999994,-90.1792484,ScorpioKing1183,56083,673
197,606cb11f9d9b439a7922636f,2.8894433999999998,-73.78389200000001,maobermudez,278,11
198,606cb11f9d9b439a79226370,44.8011821,-68.77781379999999,BangorSNS,1632,924
199,606cb1209d9b439a79226371,38.2677554,140.8691498,ctokoku,13855,304
200,606cb1209d9b439a79226372,0.20049779999999998,35.1011501,amostoo9,109985,774
201,606cb1219d9b439a79226373,42.3788774,-72.03236600000001,rapalje1625,89202,697
202,606cb1219d9b439a79226374,52.2928116,-3.7389300000000003,jeashepherd,381,31
203,606cb1229d9b439a79226375,34.233137299999996,-102.4107493,trendinggraphy,3493,992
204,606cb1229d9b439a79226376,40.0757384,-74.4041622,Jerseyguy427,17574,1637
205,606cb1239d9b439a79226377,54.5859836,-6.9591554,GrassrootsChNI,1782,597
206,606cb1239d9b439a79226378,53.479489199999996,-2.2451147999999996,Zapaman,99872,1753
207,606cb1249d9b439a79226379,43.5460516,-80.2493276,Alex_Smith_Ants,24678,3404
208,606cb1249d9b439a7922637a,53.3497645,-6.2602732,Lycaonpictus93,6871,2190
209,606cb1259d9b439a7922637b,54.97384739999999,-1.6131572,mpaganox,356,445
210,606cb1269d9b439a7922637c,10.4313298,-85.36610939008591,ACGuanacaste,3697,1820
211,606cb1279d9b439a7922637d,53.3497645,-6.2602732,paddymorris,15673,338
212,606cb1279d9b439a7922637e,9.5773243,-83.82371114343023,MikePoynton,13733,1588
213,606cb1289d9b439a7922637f,4.7064352,73.3287853,SaveMaldivesMV,8272,2785
214,606cb1299d9b439a79226380,32.2228765,-110.9748477,DanielHorschler,812,638
215,606cb1299d9b439a79226381,20.8029568,-156.31068331602174,StephanieHStack,697,362
216,606cb12a9d9b439a79226382,-33.429551703916296,-70.69935458343552,h4lean,3628,342
217,606cb12b9d9b439a79226383,4.7064352,73.3287853,fourmea,64226,6019
218,606cb12b9d9b439a79226384,40.8088861,-96.70777509999999,holly_howls,881,537
219,606cb12c9d9b439a79226385,52.517036499999996,13.388859900000002,Suedstern99,192711,3644
220,606cb12c9d9b439a79226386,59.3251172,18.0710935,BeateEellend,10782,1190
221,606cb12d9d9b439a79226387,52.865196,-7.9794599,IOLNetwork,6322,1505
222,606cb12d9d9b439a79226388,42.4396039,-76.49680190000001,a2freema,1400,621
223,606cb12e9d9b439a79226389,42.343926,-3.6969769999999995,CanepaOneto,10459,557
224,606cb1309d9b439a7922638a,37.3361905,-121.890583,kenngut,71,32
225,606cb1309d9b439a7922638b,52.32714995,-3.3553352394722493,NaturalMidWales,1397,845
226,606cb1319d9b439a7922638c,61.0666922,-107.991707,RASC_LPA,15269,5088
227,606cb1319d9b439a7922638d,50.3712659,-4.1425658,stem_ai,71144,2835
228,606cb1319d9b439a7922638e,9.3364185,-83.64536286640048,adrivarbo,26086,1142
229,606cb1329d9b439a7922638f,34.0536909,-118.24276599999999,elaineinspired,7943,1288
230,606cb1329d9b439a79226390,50.8465573,4.351697,VLIRnws,1987,1669
231,606cb1339d9b439a79226391,55.8609825,-4.248878700000001,Glasgow_COP,4934,2289
232,606cb1339d9b439a79226392,52.517036499999996,13.388859900000002,RobertLepenies,19319,5964
233,606cb1349d9b439a79226393,52.32130635,-1.5536905536661392,gallimaufrey777,791128,3546
234,606cb1359d9b439a79226394,23.223287699999997,72.6492267,narottamsahoo,19844,3570
235,606cb1359d9b439a79226395,52.517036499999996,13.388859900000002,cs_sdg2020,438,744
236,606cb1359d9b439a79226396,37.2575874,-6.948494500000001,Inma_Rado,3719,285
237,606cb1369d9b439a79226397,25.4781473,72.4554348,spacefizzicist,46543,477
238,606cb1369d9b439a79226398,53.3497645,-6.2602732,Alexis434Alexis,4341,589
239,606cb1379d9b439a79226399,21.304547,-157.8556764,_david_ho_,4624,1446
240,606cb1379d9b439a7922639a,40.4416941,-79.99008609999998,JennyMichlich,224,62
241,606cb1389d9b439a7922639b,51.83338965,-8.303365377984537,KathKopke,8187,764
242,606cb1399d9b439a7922639c,-1.30316895,36.826061224105075,mukuruYI,5473,2282
243,606cb1399d9b439a7922639d,-36.5986096,144.6780052,UDivulga,31385,4095
244,606cb1399d9b439a7922639e,40.293231899999995,-74.16711140000001,keannka,76615,458
245,606cb13a9d9b439a7922639f,48.2083537,16.372504199999998,ferli90,54998,2554
246,606cb13b9d9b439a792263a0,25.5818014,-111.5706164,NakaweProject,7047,8612
247,606cb13b9d9b439a792263a1,37.4429964,-122.1545229,workmaura,379,61
248,606cb13c9d9b439a792263a2,45.4384958,10.992412199999999,Send_More_Beer,7321,1369
249,606cb13d9d9b439a792263a3,9.5773243,-83.82371114343023,Juandi_SC,79386,3150
250,606cb13d9d9b439a792263a4,51.4989595,-0.17564125978794498,EvoBiomech,1264,1131
251,606cb13e9d9b439a792263a5,56.78611120000001,-4.1140517999999995,PHATSAbertay,21555,1574
252,606cb13f9d9b439a792263a6,33.4255056,-111.9400091,CitSciLib,2982,221
253,606cb1409d9b439a792263a7,42.343926,-3.6969769999999995,queiruga,13736,2016
254,606cb1409d9b439a792263a8,-35.2975906,149.1012676,SvGavel,385,134
255,606cb1419d9b439a792263a9,38.89503679999999,-77.0365427,sciencecat222,23953,103
256,606cb1419d9b439a792263aa,53.3803596,-2.2632079,WarriorsWaste,9908,1967
257,606cb1429d9b439a792263ab,39.5162234,-76.9382069,KrizAkoni,782,182
258,606cb1429d9b439a792263ac,39.3260685,-4.8379791,BolsosMonaies,32471,920
259,606cb1439d9b439a792263ad,39.7683331,-86.1583502,Regenstrief,4735,2873
260,606cb1449d9b439a792263ae,44.4761601,-73.212906,WCAX_Dan,3593,2947
261,606cb1459d9b439a792263af,39.7683331,-86.1583502,TCinIndy,47412,719
262,606cb1469d9b439a792263b0,9.6000359,7.999972099999999,ivandesamtee,339,335
263,606cb1469d9b439a792263b1,46.015418700000005,-60.4601467,jongelbard,20188,840
264,606cb1479d9b439a792263b2,39.7837304,-100.4458825,USANPN,1218,1530
265,606cb1479d9b439a792263b3,50.4573687,1.6651851000000002,jusempere,4171,1135
266,606cb1479d9b439a792263b4,47.594502,-122.64744209999999,CitSciWA,500,63
267,606cb1499d9b439a792263b5,38.89503679999999,-77.0365427,EnsembleDC,107,54
268,606cb1499d9b439a792263b6,53.64978435,-6.588529492009938,BOMaoileoin,2895,1090
269,606cb14a9d9b439a792263b7,41.430483200000005,2.2182775,Gemmagege,4460,144
270,606cb14a9d9b439a792263b8,52.517036499999996,13.388859900000002,maikeweisspflug,434,393
271,606cb14b9d9b439a792263b9,39.7837304,-100.4458825,AMCAtweets,3703,1696
272,606cb14c9d9b439a792263ba,34.049178600000005,-118.2711857,paucarazo,4070,605
273,606cb14c9d9b439a792263bb,51.20707485,0.7210361813401444,valentineseymo1,3572,975
274,606cb14c9d9b439a792263bc,4.5693754,102.2656823,KENTWONG170,1228,24
275,606cb14d9d9b439a792263bd,47.3744489,8.5410422,mss7676,5884,2632
276,606cb14d9d9b439a792263be,51.2211097,4.3997081,Isala_UAntwerp,173,192
277,606cb14e9d9b439a792263bf,52.63958595,-7.075466756389003,LiamLy,6874,4913
278,606cb14e9d9b439a792263c0,51.5073219,-0.1276474,JepsonicPaul,14453,838
279,606cb14f9d9b439a792263c1,51.2211097,4.3997081,SarahLebeer,3236,1750
280,606cb1509d9b439a792263c2,-33.8548157,151.2164539,Wingtags,10049,4030
281,606cb1509d9b439a792263c3,38.89503679999999,-77.0365427,chet_sherwood,1152,1086
282,606cb1519d9b439a792263c4,-25.77011895,-61.45486815206721,franalverja,167348,9021
283,606cb1519d9b439a792263c5,39.4697065,-0.3763353,caromoreca,4944,622
284,606cb1529d9b439a792263c6,53.959055500000005,-1.0815361000000001,SarahWest_SEI,4651,1467
285,606cb1529d9b439a792263c7,48.2083537,16.372504199999998,Isa_Freiling,165,269
286,606cb1529d9b439a792263c8,51.9625101,7.6251879,AntjeDienan,13634,818
287,606cb1539d9b439a792263c9,27.6387163,-80.39753990000001,LeeYoosook,717,92
288,606cb1539d9b439a792263ca,50.879202,4.7011675,Mobiel21,2773,2318
289,606cb1549d9b439a792263cb,39.7990175,-89.6439575,WMNFirstWarning,44200,3995
290,606cb1569d9b439a792263cc,35.6664783,139.7451294,malvikakapoor91,136922,1632
291,606cb1579d9b439a792263cd,40.7127281,-74.0060152,BasicBooks,15620,12143
292,606cb1579d9b439a792263ce,53.38066260000001,-1.4702278,alana_bottomley,8270,312
293,606cb1589d9b439a792263cf,52.2034823,0.1235817,isabelwriting,11040,3019
294,606cb1589d9b439a792263d0,53.2744122,-9.049063199999999,DrNoirin,705,233
295,606cb1599d9b439a792263d1,-34.905891600000004,-56.191309499999996,oalmuruguay,2469,1989
296,606cb1599d9b439a792263d2,51.5073219,-0.1276474,NHM_Molecular,40,304
297,606cb15a9d9b439a792263d3,49.4566233,-2.5822347999999997,CharlotteLeMarq,445,259
298,606cb15a9d9b439a792263d4,39.9527237,-75.16352619999999,tmeghnaa,983,651
299,606cb15b9d9b439a792263d5,32.6098566,-85.48078249999999,lu_la,8612,764
300,606cb15b9d9b439a792263d6,-37.814217600000006,144.9631608,JasonRoyPrice,6460,836
301,606cb15c9d9b439a792263d7,-36.5986096,144.6780052,connectxcountry,22985,1621
302,606cb15d9d9b439a792263d8,42.81845379999999,-1.6442556000000002,romera,2010,264
303,606cb15e9d9b439a792263d9,52.32130635,-1.5536905536661392,hartshill18hay1,125252,733
304,606cb15f9d9b439a792263da,42.81845379999999,-1.6442556000000002,ceciliacalpi,68444,3908
305,606cb1609d9b439a792263db,40.416704700000004,-3.7035824999999996,Egotada,404823,3086
306,606cb1619d9b439a792263dc,40.33806545,-3.8330420599374335,recomtogadaraya,277992,6469
307,606cb1629d9b439a792263dd,39.3260685,-4.8379791,MarvinHarris76,216197,3925
308,606cb1649d9b439a792263de,42.6206658,-6.4283437999999995,LozanoDuffman,52644,1009
309,606cb1649d9b439a792263df,55.9533456,-3.1883749,MTraill,10903,515
310,606cb1659d9b439a792263e0,40.416704700000004,-3.7035824999999996,elpiterkas,180570,1897
311,606cb1659d9b439a792263e1,37.3361905,-121.890583,tpwxman,13271,77
